entity_id,label,description,inverse_entity_id,inverse_label,inverse_source,needs_review,is_canonical,canonical_entity_id,example
RO.0002488,existence starts during,x existence starts during y if and only if the time point at which x starts is after or equivalent to the time point at which y starts and before or equivalent to the time point at which y ends. Formally: x existence starts during y iff α(x) >= α(y) & α(x) <= ω(y).,,,,False,True,RO.0002488,
RO.0002489,existence starts with,x starts ends with y if and only if the time point at which x starts is equivalent to the time point at which y starts. Formally: x existence starts with y iff α(x) = α(y).,,,,False,True,RO.0002489,
RO.0002490,existence overlaps,x existence overlaps y if and only if either (a) the start of x is part of y or (b) the end of x is part of y. Formally: x existence starts and ends during y iff (α(x) >= α(y) & α(x) <= ω(y)) OR (ω(x) <= ω(y) & ω(x) >= α(y)),,,,False,True,RO.0002490,
RO.0002492,existence ends during,x existence ends during y if and only if the time point at which x ends is before or equivalent to the time point at which y ends and after or equivalent to the point at which y starts. Formally: x existence ends during y iff ω(x) <= ω(y) and ω(x) >= α(y).,,,,False,True,RO.0002492,
RO.0002493,existence ends with,x existence ends with y if and only if the time point at which x ends is equivalent to the time point at which y ends. Formally: x existence ends with y iff ω(x) = ω(y).,,,,False,True,RO.0002493,
RO.0002502,depends on,,,,,False,True,RO.0002502,
RO.0002505,has intermediate,"p has intermediate c if and only if p has parts p1, p2 and p1 has output c, and p2 has input c",,,,False,True,RO.0002505,
RO.0002507,determined by,"s determined by f if and only if s is a type of system, and f is a material entity that is part of s, such that f exerts a strong causal influence on the functioning of s, and the removal of f would cause the collapse of s.",RO.0002508,determines,ro,False,False,RO.0002508,
RO.0002508,determines,inverse of determined by,RO.0002507,determined by,passive_by,True,True,RO.0002508,
RO.0002510,transcribed from,x is transcribed from y if and only if x is synthesized from template y,RO.0002511,transcribed to,ro,False,True,RO.0002510,
RO.0002511,transcribed to,inverse of transcribed from,,,,False,True,RO.0002511,
RO.0002513,ribosomally translates to,inverse of ribosomal translation of,,,,False,True,RO.0002513,
RO.0002514,sequentially related to,A relation that holds between two entities that have the property of being sequences or having sequences. ,,,,False,True,RO.0002514,
RO.0002516,has start sequence,"x has start sequence y if the start of x is identical to the start of y, and x has y as a subsequence",,,,False,True,RO.0002516,
RO.0002518,has end sequence,"x has end sequence y if the end of x is identical to the end of y, and x has y as a subsequence",,,,False,True,RO.0002518,
RO.0002522,bounds sequence of,"x bounds the sequence of y iff the upstream-most part of x is upstream of or coincident with the upstream-most part of y, and the downstream-most part of x is downstream of or coincident with the downstream-most part of y",,,,False,True,RO.0002522,
RO.0002524,has subsequence,x has subsequence y iff all of the sequence parts of y are sequence parts of x,RO.0002525,is subsequence of,ro,False,True,RO.0002524,
RO.0002525,is subsequence of,inverse of has subsequence,,,,False,True,RO.0002525,
RO.0002551,has skeleton,A relation between a segment or subdivision of an organism and the maximal subdivision of material entities that provides structural support for that segment or subdivision.,,,,False,True,RO.0002551,
RO.0002554,hyperparasitized by,inverse of hyperparasite of,,,,False,True,RO.0002554,
RO.0002557,has pathogen,A host interaction where the smaller of the two members of a symbiosis causes a disease in the larger member,,,,False,True,RO.0002557,
RO.0002558,has evidence,inverse of is evidence for,,,,False,True,RO.0002558,
RO.0002559,causally influenced by,,RO.0002566,causally influences,ro,False,False,RO.0002566,
RO.0002566,causally influences,"The entity or characteristic A is causally upstream of the entity or characteristic B, A having an effect on B. An entity corresponds to any biological type of entity as long as a mass is measurable. A characteristic corresponds to a particular specificity of an entity (e.g., phenotype, shape, size).",RO.0002559,causally influenced by,passive_by,True,True,RO.0002566,
RO.0002567,biomechanically related to,A relation that holds between elements of a musculoskeletal system or its analogs.,,,,False,True,RO.0002567,
RO.0002568,has muscle antagonist,"m1 has_muscle_antagonist m2 iff m1 has_muscle_insertion s, m2 has_muscle_insection s, m1 acts in opposition to m2, and m2 is responsible for returning the structure to its initial position.",,,,False,True,RO.0002568,
RO.0002569,has branching part,inverse of branching part of,RO.0002380,branching part of,has_of,True,True,RO.0002569,
RO.0002573,has modifier,A relation that holds between an attribute or a qualifier and another attribute.,,,,False,True,RO.0002573,
RO.0002578,directly regulates,p directly regulates q iff p is immediately causally upstream of q and p regulates q.,RO.0002022,directly regulated by,passive_by,True,True,RO.0002578,
RO.0002596,capable of regulating,"Holds between c and p if and only if c is capable of some activity a, and a regulates p.",,,,False,True,RO.0002596,
RO.0002607,is marker for,"c is marker for d iff the presence or occurrence of d is correlated with the presence of occurrence of c, and the observation of c is used to infer the presence or occurrence of d. Note that this does not imply that c and d are in a direct causal relationship, as it may be the case that there is a third entity e that stands in a direct causal relationship with c and d.",,,,False,True,RO.0002607,
RO.0002610,correlated with,"A relationship that holds between two entities, where the entities exhibit a statistical dependence relationship. The entities may be statistical variables, or they may be other kinds of entities such as diseases, chemical entities or processes.",,,,False,True,RO.0002610,
RO.0002615,has model,Inverse of is-model-of,,,,False,True,RO.0002615,
RO.0002618,visits,,RO.0002619,visited by,ro,False,True,RO.0002618,
RO.0002619,visited by,,RO.0002618,visits,passive_by,True,False,RO.0002618,
RO.0002622,visits flowers of,,,,,False,True,RO.0002622,
RO.0002624,lays eggs in,,,,,False,True,RO.0002624,
RO.0002626,kills,,RO.0002627,is killed by,ro,False,True,RO.0002626,
RO.0002627,is killed by,,RO.0002626,kills,passive_by,True,False,RO.0002626,
RO.0002629,directly positively regulates,"p directly positively regulates q iff p is immediately causally upstream of q, and p positively regulates q.",,,,False,True,RO.0002629,
RO.0002630,directly negatively regulates,"p directly negatively regulates q iff p is immediately causally upstream of q, and p negatively regulates q.",,,,False,True,RO.0002630,
RO.0002633,has ectoparasite,inverse of ectoparasite of,,,,False,True,RO.0002633,
RO.0002635,has endoparasite,,,,,False,True,RO.0002635,
RO.0002637,has mesoparasite,inverse of mesoparasite of,,,,False,True,RO.0002637,
RO.0002639,has intercellular endoparasite,inverse of intercellular endoparasite of,,,,False,True,RO.0002639,
RO.0002641,has intracellular endoparasite,inverse of intracellular endoparasite of,,,,False,True,RO.0002641,
RO.0002801,co-roosts with,"Two or more individuals sharing the same roost site (cave, mine, tree or tree hollow, animal burrow, leaf tent, rock crack, space in man-made structure, etc.). Individuals that are sharing a communal roost may be said to be co-roosting. The roost may be either a day roost where the individuals rest during daytime hours, or a night roost where individuals roost to feed, groom, or rest in between flights and/or foraging bouts.  Communal roosting as thus defined is an umbrella term within which different specialized types -- which are not mutually exclusive -- may be recognized based on taxonomy and the temporal and spatial relationships of the individuals that are co-roosting.",,,,False,True,RO.0002801,
RO.0002803,has reservoir host,inverse of reservoir host of,,,,False,True,RO.0002803,
RO.0003001,produced by,a produced_by b iff some process that occurs_in b has_output a.,PEL.000026,produces,passive_by,True,False,PEL.000026,
RO.0003002,represses expression of,Holds between entity A (a transcription factor) and a nucleic acid B if and only if A down-regulates the expression of B. The nucleic acid can be a gene or an mRNA.,,,,False,True,RO.0003002,
RO.0003003,increases expression of,Holds between entity A (a transcription factor) and nucleic acid B if and only if A up-regulates the expression of B. The nucleic acid can be a gene or mRNA.,,,,False,True,RO.0003003,
RO.0003303,causes condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity has some causal role for the condition.",,,,False,True,RO.0003303,
RO.0003304,contributes to condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity has some contributing role that influences the condition.",,,,False,True,RO.0003304,
RO.0003307,ameliorates condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the presence of the entity reduces or eliminates some or all aspects of the condition.",,,,False,True,RO.0003307,
RO.0003308,correlated with condition,A relationship between an entity and a condition (phenotype or disease) with which it exhibits a statistical dependence relationship.,,,,False,True,RO.0003308,
RO.0003309,exacerbates condition,"A relationship between an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) and a condition (a phenotype or disease), where the presence of the entity worsens some or all aspects of the condition.",,,,False,True,RO.0003309,
RO.0003310,condition ameliorated by,"A relationship between a condition (a phenotype or disease) and an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) where some or all aspects of the condition are reduced or eliminated by the presence of the entity.",,,,False,True,RO.0003310,
RO.0003311,condition exacerbated by,"A relationship between a condition (a phenotype or disease) and an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) where some or all aspects of the condition are worsened by the presence of the entity.",,,,False,True,RO.0003311,
RO.0004008,has primary output,"p has primary output c if (a) p has output c and (b) the goal of process is to modify, produce, or transform c.",,,,False,True,RO.0004008,
RO.0004009,has primary input,"p has primary input c if (a) p has input c and (b) the goal of process is to modify, consume, or transform c.",,,,False,True,RO.0004009,
RO.0004026,disease has location,A relationship between a disease and an anatomical entity where the disease has one or more features that are located in that entity.,,,,False,True,RO.0004026,
RO.0004029,disease has feature,"A relationship between a disease and some feature of that disease, where the feature is either a phenotype or an isolated disease.",,,,False,True,RO.0004029,
RO.0004031,enables subfunction,"Holds between an entity and an process P where the entity enables some larger compound process, and that larger process has-part P.",,,,False,True,RO.0004031,
RO.0007000,has driver,"A relation between two entities, in which one of the entities is any natural or human-influenced factor that directly or indirectly causes a change in the other entity.",,,,False,True,RO.0007000,
RO.0007001,has disease driver,"A relation between an entity and a disease of a host, in which the entity is not part of the host itself, and the condition results in pathological processes.",,,,False,True,RO.0007001,
RO.0008502,has epiphyte,inverse of epiphyte of,,,,False,True,RO.0008502,
RO.0008504,kleptoparasitized by,inverse of kleptoparasite of,,,,False,True,RO.0008504,
RO.0008505,creates habitat for,An interaction relationship wherein one organism creates a structure or environment that is lived in by another organism.,,,,False,True,RO.0008505,
RO.0008506,ecologically co-occurs with,An interaction relationship describing organisms that often occur together at the same time and space or in the same environment.,,,,False,True,RO.0008506,
RO.0008507,lays eggs on,An interaction relationship in which organism a lays eggs on the outside surface of organism b. Organism b is neither helped nor harmed in the process of egg laying or incubation.,,,,False,True,RO.0008507,
RO.0008509,has roost,"x 'has roost' y if and only if: x is an organism, y is a habitat, and y can support rest behaviors x.",,,,False,True,RO.0008509,
RO.0009001,has substance added,"""has substance added"" is a relation existing between a (physical) entity and a substance in which the entity has had the substance added to it at some point in time.",,,,False,True,RO.0009001,
RO.0009002,has substance removed,"""has substance removed"" is a relation existing between two physical entities in which the first entity has had the second entity (a substance) removed from it at some point in time.",,,,False,True,RO.0009002,
RO.0009003,immersed in,"""immersed in"" is a relation between a (physical) entity and a fluid substance in which the entity is wholely or substantially surrounded by the substance.",,,,False,True,RO.0009003,
RO.0009004,has consumer,'has consumer' is a relation between a material entity and an organism in which the former can normally be digested or otherwise absorbed by the latter without immediate or persistent ill effect.,,,,False,True,RO.0009004,
RO.0009006,assay measures characteristic,"A relation between an assay and a characteristic, in which the assay generates a data item which is a measure of a characteristic.",,,,False,True,RO.0009006,
RO.0010001,generically depends on,A generically dependent continuant *b* generically depends on an independent continuant *c* at time *t* means: there inheres in *c* a specifically deendent continuant which concretizes *b* at *t*.,RO.0010002,is carrier of,ro,False,True,RO.0010001,
RO.0010002,is carrier of,*b* is carrier of *c* at time *t* if and only if *c* *g-depends on* *b* at *t*,,,,False,True,RO.0010002,
RO.0011002,regulates activity of,"The entity A has an activity that regulates an activity of the entity B. For example, A and B are gene products where the catalytic activity of A regulates the kinase activity of B.",,,,False,True,RO.0011002,
RO.0011003,regulates quantity of,The entity A has an activity that regulates the quantity or abundance or concentration of the entity B.,,,,False,True,RO.0011003,
RO.0011014,destabilizes quantity of,An entity A directly interacts with B and A has an activity that decreases the amount of an entity B by degradating it.,,,,False,True,RO.0011014,
RO.0011015,stabilizes quantity of,An entity A physically interacts with B and A has an activity that increases the amount of an entity B by stabilizing it.,,,,False,True,RO.0011015,
RO.0012010,removes input for,"p removes input for q iff p is causally upstream of q, there exists some c such that p has_input c and q has_input c, p reduces the levels of c, and c is rate limiting for execution of q.",,,,False,True,RO.0012010,
RO.0012012,indirectly regulates,p indirectly regulates q iff p is indirectly causally upstream of q and p regulates q.,,,,False,True,RO.0012012,
RO.0015001,has exemplar data,A relation between a material entity and some data in which the data is taken as exemplifying the material entity.,,,,False,True,RO.0015001,
RO.0015010,has relative magnitude,,,,,False,True,RO.0015010,
RO.0015011,has cross section,"s3 has_cross_section s3 if and only if : there exists some 2d plane that intersects the bearer of s3, and the impression of s3 upon that plane has shape quality s2.",,,,False,True,RO.0015011,
RO.0016002,has disease,A relationship that holds between an organism and a disease. Here a disease is construed broadly as a disposition to undergo pathological processes that exists in an organism because of one or more disorders in that organism.,,,,False,True,RO.0016002,
RO.0016004,has exposure medium,"X has exposure medium Y if X is an exposure event (process), Y is a material entity, and the stimulus for X is transmitted or carried in Y.",,,,False,True,RO.0016004,
RO.0017001,device utilizes material,"X device utilizes material Y means X and Y are material entities, and X is capable of some process P that has input Y.",,,,False,True,RO.0017001,
RO.0017003,positively correlated with,A relation between entities in which one increases or decreases as the other does the same.,,,,False,True,RO.0017003,
RO.0017004,negatively correlated with,A relation between entities in which one increases as the other decreases.,,,,False,True,RO.0017004,
RO.0017005,contains measured amount,A relation between a container and measurement datum that specifies the actual amount of material in the container.,,,,False,True,RO.0017005,
RO.0017006,has maximum capacity,A relation that relates a container to a measurement datum that specifies the maximum capacity of the container. Capacity can refer to either weight or volume.,,,,False,True,RO.0017006,
RO.0017008,owns,A primitive relation that holds between entities x and y in which y is at x's full disposal.,RO.0017009,is owned by,ro,False,True,RO.0017008,
RO.0017009,is owned by,Inverse of the owns relation.,RO.0017008,owns,passive_by,True,False,RO.0017008,
RO.0018001,is myristoyltransferase activity,Helper relation for OWL definition of RO:0018002 myristoylates,,,,False,True,RO.0018001,
RO.0018003,myristoylated by,inverse of myristoylates,,,,False,True,RO.0018003,
RO.0018027,is agonist of,a relation between a ligand (material entity) and a receptor (material entity) that implies the binding of the ligand to the receptor activates some activity of the receptor,,,,False,True,RO.0018027,
RO.0018029,is antagonist of,a relation between a ligand (material entity) and a receptor (material entity) that implies the binding of the ligand to the receptor reduces some activity of the receptor to basal level,,,,False,True,RO.0018029,
RO.0018036,is tautomer of,"Two chemicals are tautomers if they can be readily interconverted.

This commonly refers to prototropy in which a hydrogen's position is changed, such as between ketones and enols. This is also often observed in heterocyclic rings, e.g., ones containing nitrogens and/or have aryl functional groups containing heteroatoms.",,,,False,True,RO.0018036,
RO.0018038,has functional parent,"Chemical A has functional parent Chemical B if there is chemical transformation through which chemical B can be produced from chemical A. 

For example, the relationship between a salt and a freebased compound is a ""has functional parent"" relationship.",,,,False,True,RO.0018038,
RO.0018039,is enantiomer of,"Chemicals A and B are enantiomers if they share the same molecular graph except the change of the configuration of substituents around exactly one chiral center.

A chemical with no chiral centers can not have an enantiomer. A chemical with multiple chiral centers can have multiple enantiomers, but its enantiomers are not themselves enantiomers (they are diastereomers).",,,,False,True,RO.0018039,
RO.0018040,has parent hydride,Chemical A has parent hydride Chemical B if there exists a molecular graphical transformation where functional groups on A are replaced with hydrogens in order to yield B.,,,,False,True,RO.0018040,
RO.0019000,regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) regulates characteristic (C) iff: P results in the existence of C OR affects the intensity or magnitude of C.,,,,False,True,RO.0019000,
RO.0019001,positively regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) positively regulates characteristic (C) iff: P results in an increase in the intensity or magnitude of C.,,,,False,True,RO.0019001,
RO.0019002,negatively regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) negatively regulates characteristic (C) iff: P results in a decrease in the intensity or magnitude of C.,,,,False,True,RO.0019002,
RO.0020202,has numerator,A relationship between a ratio or proportion and its dividend.,,,,False,True,RO.0020202,
RO.0020203,has denominator,A relationship between a ratio or proportion and its divisor.,,,,False,True,RO.0020203,
